,XLK,XLP,XLY,XLB,XLI,SPY,XLK,XLP,XLY,XLB,XLI,SPY,XLK,XLP,XLY,XLB,XLI,SPY,XLK,XLP,XLY,XLB,XLI,SPY,Correlation,,Average Correlation,0.060668693,,,,,,,,,,,,,
5/1/2017,0.039536634,0.026458734,0.010992863,0.00018838,0.017787374,0.014112803,0.015237346,0.011185618,0.014343023,0.009529032,0.017893881,0.0155967,1,2,5,6,3,4,3,5,4,6,1,2,0.371428571,0.028571429,,,,,,,,,,,,,,,
6/1/2017,-0.032018237,-0.030013998,-0.015595862,0.013752795,0.008738136,0.00149101,0.043572409,0.016985201,0.026074824,0.029318081,0.037641448,0.029543787,6,5,4,1,2,3,1,6,5,4,2,3,-0.028571429,0.005714286,,,,,,,,,,,,,,,
7/1/2017,0.048799253,0.014680746,0.022409929,0.020181986,0.00768336,0.025531124,0.049809801,0.022479017,0.041534978,0.044120994,0.030035808,0.038957122,1,5,3,4,6,2,1,6,3,2,5,4,0.714285714,0.02,,,,,,,,,,,,,,,
8/1/2017,0.029216285,-0.01102676,-0.018607661,0.007869852,0.002195687,0.002917737,0.007986538,0.002718428,0.00779537,0.015164841,0.010820248,0.00783328,1,5,6,2,4,3,3,6,5,1,2,4,0.657142857,0.057142857,,,,,,,,,,,,,,,
9/1/2017,0.004589552,-0.013343116,0.004684495,0.031414371,0.037102253,0.015111651,0.042484995,0.036757712,0.025524178,0.030565389,0.037607257,0.030940398,5,6,4,2,1,3,1,3,6,5,2,4,-0.142857143,0.065714286,,,,,,,,,,,,,,,
10/1/2017,0.068949111,-0.010314337,0.02481612,0.044327448,0.012071579,0.02864357,0.030629665,-0.004998124,0.017076815,0.01638764,0.024713322,0.018402706,1,6,4,2,5,3,1,6,4,5,2,3,0.485714286,0.06,,,,,,,,,,,,,,,
11/1/2017,0.014138161,0.055754514,0.050657716,-0.013050819,0.041660925,0.03056607,0.018701931,0.016962585,0.017247615,0.023079316,0.036067791,0.019871031,5,1,2,6,3,4,4,6,5,2,1,3,-0.6,0.054285714,,,,,,,,,,,,,,,
12/1/2017,0.00172322,0.014986652,0.021107166,0.039498489,0.015568156,0.006980842,-0.012272334,0.034200192,0.01044976,0.007993681,0.006357201,0.00356129,6,4,2,1,3,5,6,1,2,3,4,5,0.6,0.082857143,,,,,,,,,,,,,,,
1/1/2018,0.074358085,0.023900892,0.096128538,0.045079904,0.05937817,0.061758366,0.103423784,-0.015299689,0.0545158,0.059228309,0.033840209,0.036187343,2,6,1,5,4,3,1,6,3,2,5,4,0.542857143,0.108571429,,,,,,,,,,,,,,,
2/1/2018,-0.004090309,-0.076271213,-0.034690647,-0.052740208,-0.038630254,-0.036360242,-0.029364699,-0.008998717,-0.013428402,0.031376251,0.001876709,-0.009923803,1,6,2,5,4,3,6,3,5,1,2,4,-0.828571429,0.091428571,,,,,,,,,,,,,,,
3/1/2018,-0.040340253,-0.014603925,-0.026712747,-0.045111699,-0.030789251,-0.031290127,0.037001091,0.075629774,0.023890587,-0.001064405,0.043078404,0.049365305,5,1,2,6,3,4,4,1,5,6,3,2,0.6,0.16,,,,,,,,,,,,,,,
4/1/2018,0.003741728,-0.036036903,0.026807263,0.005054702,-0.023945615,0.00919389,0.015236122,0.017035725,0.026063304,0.018833799,0.019458042,0.017879914,4,6,1,3,5,2,6,5,1,3,2,4,0.485714286,0.202857143,,,,,,,,,,,,,,,
5/1/2018,0.06782765,-0.01565905,0.019865034,0.020522609,0.030739188,0.024309008,-0.008602636,0.008053992,0.001988646,0.022808156,0.024645402,0.004338819,1,6,5,4,2,3,6,3,5,2,1,4,-0.142857143,0.154285714,,,,,,,,,,,,,,,
6/1/2018,-0.006151398,0.037656157,0.033472059,-0.001890531,-0.037748614,0.001254978,0.013410931,0.003358107,0.015936488,0.020442652,0.022037406,0.017168889,5,1,2,4,6,3,5,6,4,2,1,3,-0.657142857,0.162857143,,,,,,,,,,,,,,,
7/1/2018,0.024487869,0.047637836,0.020697713,0.033374187,0.078158048,0.04170325,-0.072830972,-0.028369683,-0.058854632,-0.063516276,-0.042882096,-0.045074267,5,2,6,4,1,3,6,1,4,5,2,3,0.771428571,0.202857143,,,,,,,,,,,,,,,
8/1/2018,0.065989853,0.003919934,0.051047012,-0.00770125,0.002340245,0.031919713,0.082628148,0.050383411,0.077318027,0.077778242,0.076373265,0.067433127,1,4,2,6,5,3,1,6,3,2,4,5,0.257142857,0.171428571,,,,,,,,,,,,,,,
9/1/2018,-0.003571363,0.002789339,0.002308734,-0.022608375,0.01686123,0.001412469,-0.007288752,-0.022122548,-0.002502585,-0.004202406,-0.01834248,-0.009937202,5,2,3,6,1,4,3,6,1,2,5,4,-0.6,0.128571429,,,,,,,,,,,,,,,
10/1/2018,-0.076928275,0.02723059,-0.098319748,-0.087510508,-0.104367545,-0.064890296,0.046485283,0.014049282,0.043126363,0.058673936,0.035145744,0.035455207,3,1,5,4,6,2,2,6,3,1,5,4,-0.257142857,0.128571429,,,,,,,,,,,,,,,
11/1/2018,-0.019624806,0.022723184,0.024767525,0.038015665,0.038065392,0.018549211,-0.077608163,-0.028466379,-0.065288335,-0.047095321,-0.039465614,-0.047446656,6,4,3,2,1,5,6,1,5,3,2,4,0.542857143,0.145714286,,,,,,,,,,,,,,,
12/1/2018,-0.087724533,-0.097405012,-0.083155905,-0.074894717,-0.11207612,-0.09334306,0.0283622,-0.01499118,0.014326529,0.014971743,0.008589887,0.008606504,3,5,2,1,6,4,1,6,3,2,5,4,0.771428571,0.177142857,,,,,,,,,,,,,,,
1/1/2019,0.074018767,0.061019532,0.102983061,0.062886486,0.121152245,0.086372937,-0.040395239,0.024406496,-0.018339706,-0.022088819,0.011450285,-0.006872265,4,6,2,5,1,3,6,1,4,5,2,3,0.028571429,0.16,,,,,,,,,,,,,,,
2/1/2019,0.069100874,0.017793585,0.013145756,0.031865089,0.063675582,0.032415622,-0.024179872,0.068123807,0.031101473,0.030102832,-0.007349267,0.012503882,1,5,6,4,2,3,6,1,2,3,5,4,-0.942857143,0.114285714,,,,,,,,,,,,,,,
3/1/2019,0.04431257,0.032572693,0.03302784,0.008174367,-0.017160042,0.013635942,0.035551627,0.023904998,0.024141936,0.043694822,0.039156741,0.0361908,1,3,2,5,6,4,4,6,5,1,2,3,-0.714285714,0.042857143,,,,,,,,,,,,,,,
4/1/2019,0.067084994,0.034150294,0.058232137,0.039606435,0.045710374,0.045437025,-0.005021612,-0.013751984,-0.011991848,-0.015426051,-0.008156045,-0.004760219,1,6,2,5,3,4,2,5,4,6,3,1,0.542857143,0.037142857,,,,,,,,,,,,,,,
5/1/2019,-0.086647113,-0.036388794,-0.076038976,-0.081810329,-0.076400315,-0.063771225,0.032810693,-0.014039259,0.008012738,0.029391038,-0.001260362,0.013774391,6,1,3,5,4,2,1,6,4,2,5,3,-0.771428571,0.005714286,,,,,,,,,,,,,,,
6/1/2019,0.085547481,0.044236612,0.074454714,0.10900478,0.074531477,0.064409561,0.009524053,0.020553486,0.020339247,0.029104657,0.026723914,0.018192578,2,6,4,1,3,5,6,3,4,1,2,5,0.257142857,-0.005714286,,,,,,,,,,,,,,,
7/1/2019,0.038638742,0.031220271,0.016243358,0.003229157,0.009537944,0.020056698,0.006618982,-0.007931601,0.011603321,0.004191465,0.013580524,0.003435693,1,2,4,6,5,3,3,6,2,4,1,5,-0.371428571,0.005714286,,,,,,,,,,,,,,,
8/1/2019,-0.015352168,0.021706161,-0.009443283,-0.028282453,-0.026471416,-0.016743343,0.011203197,-0.004411691,0.005217621,0.004059166,8.44E-05,0.005556238,3,1,2,6,5,4,1,6,3,4,5,2,-0.085714286,-0.028571429,,,,,,,,,,,,,,,
9/1/2019,0.012573923,0.011528258,0.009366096,0.026636082,0.02468328,0.014771545,0.009982598,0.01949047,0.038343118,0.040796669,0.05166063,0.024099292,4,5,6,1,2,3,6,5,3,2,1,4,0.542857143,-0.028571429,,,,,,,,,,,,,,,
10/1/2019,0.042228549,0.001658016,0.004564211,0.004854962,0.016695721,0.02682487,0.003739987,0.011082439,0.007550726,0.017437812,0.015375665,0.011594862,1,6,5,4,3,2,6,4,5,1,2,3,-0.142857143,0.005714286,,,,,,,,,,,,,,,
11/1/2019,0.05366335,0.013734459,0.013239441,0.031792447,0.044962479,0.036198163,0.011930704,0.01582671,0.028320533,0.033899478,0.016634969,0.015919567,1,5,6,4,2,3,6,5,2,1,3,4,-0.485714286,-0.048571429,,,,,,,,,,,,,,,
12/1/2019,0.039813917,0.015806401,0.024254856,0.022984648,-0.006947855,0.02402079,0.035219482,0.014861387,0.040052333,0.040804359,0.033735861,0.031199899,1,5,2,4,6,3,3,6,2,1,4,5,0.371428571,-0.054285714,,,,,,,,,,,,,,,
1/1/2020,0.043318468,0.011393073,0.002496947,-0.05653359,0.000530361,0.004510744,-1.11E-05,0.004732819,0.006270386,0.010228681,0.011756933,0.005138367,1,2,4,6,5,3,6,5,3,2,1,4,-0.942857143,-0.094285714,,,,,,,,,,,,,,,
2/1/2020,-0.073009521,-0.082146194,-0.075726138,-0.085198668,-0.099001322,-0.07916576,0.128503174,0.039388331,0.120070088,0.126673763,0.101442567,0.086847277,1,4,2,5,6,3,1,6,3,2,4,5,0.371428571,-0.042857143,,,,,,,,,,,,,,,
3/1/2020,-0.09052845,-0.06070016,-0.153241818,-0.145675294,-0.192528784,-0.129987192,-0.042299494,0.036402775,-0.015156201,-0.021332731,-0.001909156,-0.01136895,2,1,5,4,6,3,6,1,4,5,2,3,0.028571429,-0.08,,,,,,,,,,,,,,,
4/1/2020,0.116412692,0.117064184,0.156993722,0.123352819,0.077612491,0.118624754,-0.382740328,-0.017100665,-0.236223085,-0.156798771,-0.224252875,-0.240589321,5,4,1,2,6,3,6,1,4,2,3,5,0.085714286,-0.088571429,,,,,,,,,,,,,,,
